text,anger,fear,joy,sadness
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",0.729,0.0,0.0,0.0
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work #furious #hangry #day5",0.729,0.0,0.0,0.0
What the fuck is he even doing ? He should be off that's fucking horrific !,0.0,0.75,0.0,0.0
"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",0.417,0.0,0.0,0.417
"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",0.0,0.0,0.0,0.542
What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,0.0,0.271,0.0,0.0
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 ",0.0,0.458,0.0,0.0
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",0.0,0.354,0.0,0.0
When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,0.333,0.0,0.0,0.0
"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly",0.0,0.438,0.0,0.0
"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!!#gross #horrid #getoffthetrain #smelly",0.0,0.521,0.0,0.0
"When anger rises, think of the consequences. #quote #wisdom ",0.333,0.0,0.0,0.0
"When anger rises, think of the consequences. #quote #wisdom #anger",0.433,0.0,0.0,0.0
When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT,0.0,0.0,0.0,0.521
When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT,0.0,0.0,0.0,0.811
When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,0.0,0.562,0.0,0.0
When my life became such a concern to irrelevant ass people I'll never know,0.0,0.521,0.0,0.0
When someone rudely says all women should have long hair and your inner feminist tries not to rage,0.604,0.0,0.0,0.0
When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' ,0.0,0.354,0.0,0.0
When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' #shocking,0.0,0.542,0.0,0.0
"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that",0.0,0.0,0.479,0.0
"When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy",0.0,0.0,0.0,0.311
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love ðŸŽ¶",0.0,0.479,0.0,0.604
"When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u",0.0,0.0,0.12,0.0
"When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.",0.0,0.0,0.0,0.417
"When we give cheerfully and accept gratefully, everyone is blessed.\nÂ»Maya Angelou\n\n@DrMayaAngelou #RIP #MayaAngelou",0.0,0.0,0.44,0.0
When will the weeks full of Mondays end?? ,0.0,0.0,0.0,0.688
When will the weeks full of Mondays end?? #disheartened,0.0,0.0,0.0,0.688
When you arrive at the office the day before your first ever festival and the Internet is down ,0.0,0.583,0.0,0.0
When you arrive at the office the day before your first ever festival and the Internet is down #panic,0.0,0.75,0.0,0.0
When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms,0.812,0.0,0.0,0.0
When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,0.396,0.0,0.0,0.0
When you forget to mention you were bought dreamboys tickets ðŸ™„ðŸ˜‚ ,0.354,0.0,0.0,0.0
When you forget to mention you were bought dreamboys tickets ðŸ™„ðŸ˜‚ #raging,0.458,0.0,0.0,0.0
When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment,0.0,0.0,0.0,0.271
When you have 15 doe run the opposite side of you ðŸ™ ,0.0,0.0,0.0,0.625
When you have 15 doe run the opposite side of you ðŸ™ #depression,0.0,0.0,0.0,0.854
When you make a great tasting shake and no words can describe it!ðŸ˜ƒðŸ‘ŒðŸ»  #herbalifenutrition #tastesogood #nowords,0.0,0.125,0.0,0.0
When you make a great tasting shake and no words can describe it!ðŸ˜ƒðŸ‘ŒðŸ» #shake #herbalifenutrition #tastesogood #nowords,0.0,0.125,0.0,0.0
"When you saw a t-shirt with the phrase 'My mind is a dangerous place to be' and you would like to buy, but in Italy don't sell it. #sadness",0.0,0.0,0.0,0.542
"When you wake up from a dream laughing at something stupid, and that makes you laugh more ",0.0,0.0,0.708,0.0
"When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious",0.0,0.0,0.875,0.0
"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott",0.0,0.542,0.0,0.0
"When you wake up, scroll through social media, and another father was taken from his child #nightmare #everyday #KeithLamontScott",0.0,0.787,0.0,0.0
When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,0.0,0.0,0.0,0.438
When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,0.0,0.0,0.5,0.0
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us ðŸ˜­ðŸ˜­ @__KirstyGA  #oldcunt,0.625,0.0,0.0,0.0
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us ðŸ˜­ðŸ˜­ @__KirstyGA #raging #oldcunt,0.875,0.0,0.0,0.0
"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ",0.0,0.667,0.0,0.0
"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless",0.0,0.625,0.0,0.0
When your rewatching glee and break down in tears all over again. ðŸ˜­ðŸ˜¢ ,0.0,0.0,0.229,0.0
When your rewatching glee and break down in tears all over again. ðŸ˜­ðŸ˜¢ #glee,0.0,0.0,0.375,0.0
When your sister is 19 and throws legitimate temper tantrums just to get attention..,0.5,0.0,0.0,0.0
Where's your outrage when a black man kills another black man in the streets?,0.75,0.0,0.0,0.0
"Whether you are rejoicing or fighting back tears, God wants to share the moment with you.",0.0,0.0,0.458,0.0
While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty,0.0,0.562,0.0,0.0
White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.,0.0,0.854,0.0,0.0
Who actually chooses to drink sparkling water ðŸ¤”,0.0,0.0,0.208,0.0
Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it,0.312,0.0,0.0,0.0
Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,0.414,0.0,0.0,0.0
Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,0.0,0.438,0.0,0.0
Who's afraid of the clowns???\ncomment down there....,0.0,0.5,0.0,0.0
Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?,0.5,0.0,0.0,0.0
Why are people that don't have iPhones so bitter about iPhones???? Can someone explain,0.625,0.0,0.0,0.0
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ",0.733,0.0,0.0,0.0
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging",0.938,0.0,0.0,0.0
Why does Candice constantly pout #GBBO ðŸ’„ðŸ˜’,0.375,0.0,0.0,0.0
Why doesn't anybody I know watch penny dreadful? â˜¹ï¸ï¸,0.0,0.0,0.0,0.455
Why have I only just started watching glee this week I am now addicted ðŸ™„  #GLEEK,0.0,0.0,0.5,0.0
Why have I only just started watching glee this week I am now addicted ðŸ™„ #glee #GLEEK,0.0,0.0,0.625,0.0
Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. â€• Mark Twain,0.0,0.0,0.0,0.354
Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable ,0.0,0.375,0.0,0.0
Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare,0.0,0.519,0.0,0.0
Why mfs so bitter,0.562,0.0,0.0,0.0
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,0.0,0.84,0.0,0.0
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 ,0.0,0.458,0.0,0.0
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,0.0,0.395,0.0,0.0
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday  #eatcake",0.0,0.0,0.833,0.0
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake",0.0,0.0,0.75,0.0
Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,0.0,0.562,0.0,0.0
Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep,0.0,0.469,0.0,0.0
"With a jovial Trump on his ass, Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.'  #FuckTrump",0.0,0.0,0.104,0.0
With loyal heart is concerned. #somber,0.0,0.0,0.0,0.688
"With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum",0.0,0.0,0.292,0.0
"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",0.0,0.8,0.0,0.0
Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,0.479,0.0,0.0,0.0
Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! ,0.708,0.0,0.0,0.0
Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming,0.854,0.0,0.0,0.0
World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,0.0,0.667,0.0,0.0
Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,0.562,0.0,0.0,0.0
Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18,0.729,0.0,0.0,0.0
Wow the #Denver housing market is #depressing no places to buy in my range ðŸ˜¢ #FML,0.0,0.0,0.0,0.729
Wrinkles should merely hide where frown have been.  - Mark Twain,0.125,0.0,0.0,0.0
"Y'all really insult coz of soccer???  Lmao, wow!!!!!!",0.396,0.0,0.0,0.0
Y'all tune into Snapchat for Beans funereal,0.0,0.0,0.0,0.5
"Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness.",0.0,0.0,0.48,0.0
"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving",0.521,0.0,0.0,0.0
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",0.0,0.25,0.0,0.0
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap",0.0,0.208,0.0,0.0
Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,0.542,0.0,0.0,0.0
Yo this 3 v 3 overtime in hockey got me sweaty damn this ish exhilarating,0.0,0.0,0.68,0.0
You a fuck boy if you run drag routes back to back in madden,0.646,0.0,0.0,0.0
You can't fight the elephants until you have wrestled the pigs. #quoteoftheday ,0.396,0.0,0.0,0.0
You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless,0.271,0.0,0.0,0.0
You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,0.708,0.0,0.0,0.0
You don't know how to love me when you're sober #sober #selenagomez #revival,0.0,0.0,0.0,0.458
You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,0.0,0.354,0.0,0.0
You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic,0.0,0.54,0.0,0.0
"You don't smile and you say you're in love, but that's why I don't love",0.0,0.0,0.146,0.0
You ever just find that the people around you really irritate you sometimes? That's me right now ðŸ˜’,0.792,0.0,0.0,0.0
You have a #problem? Yes! Can you do #something about it? No! Than why ,0.0,0.417,0.0,0.0
You have a #problem? Yes! Can you do #something about it? No! Than why #worry,0.0,0.25,0.0,0.0
You have to find a way to top yourself. ,0.0,0.0,0.292,0.0
You have to find a way to top yourself. #glee,0.0,0.0,0.396,0.0
"You know what's great about #GBBO ? Contestants helping each other, cheering each other on. So important.",0.0,0.0,0.562,0.0
You know you're in love when all you can do is smile whenever you talk about how he is to someone.,0.0,0.0,0.82,0.0
"You know, you're pro-actively playful. You want to press your boobs into my face, Tatenashi. I'm not saying no, though. =3",0.0,0.0,0.396,0.0
You make me breathless.,0.0,0.312,0.0,0.0
You sure have a lot to say about something that doesn't even concern you ðŸ˜‰,0.0,0.44,0.0,0.0
"You will never find someone who loved you like I did. And that my love, will be my revenge.",0.583,0.0,0.0,0.0
You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo,0.0,0.0,0.74,0.0
Your boy' is having a nightmare @VivaLaSergio,0.0,0.646,0.0,0.0
Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.,0.0,0.0,0.1,0.0
Your lion's heart\nWill protect you under stormy skies\nAnd I will always be listening for your laughter and your tears,0.0,0.0,0.458,0.0
Your twitter picture just makes me fume.,0.729,0.0,0.0,0.0
Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,0.0,0.0,0.708,0.0
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that donâ€™t happen.  #loathing,0.646,0.0,0.0,0.0
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that donâ€™t happen. #anger #loathing,0.854,0.0,0.0,0.0
"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",0.0,0.0,0.0,0.479
^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,0.0,0.188,0.0,0.0
a #monster is only a #monster if you view him through ,0.0,0.438,0.0,0.0
a #monster is only a #monster if you view him through #fear,0.0,0.5,0.0,0.0
a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,0.0,0.0,0.0,0.521
a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,0.0,0.646,0.0,0.0
a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain,0.0,0.576,0.0,0.0
a vote for #killary is like sticking a knife in a toaster #shocking #MakeAmericaGreatAgain,0.0,0.521,0.0,0.0
"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)",0.375,0.0,0.0,0.0
also who has amazon prime that would like to help a girl out LOL #serious,0.0,0.0,0.0,0.167
and again dirty and  self loathing attitude  mope talking,0.0,0.0,0.0,0.792
and apparently he's supposed to have a Scottish accent??? I'm ,0.375,0.0,0.0,0.0
and apparently he's supposed to have a Scottish accent??? I'm #offended,0.562,0.0,0.0,0.0
and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?',0.229,0.0,0.0,0.438
angry already,0.688,0.0,0.0,0.0
anxiety level- 100,0.0,0.905,0.0,0.0
as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging,0.0,0.0,0.0,0.667
backed pats -2.5 10/11 just before ,0.0,0.0,0.32,0.0
backed pats -2.5 10/11 just before #pleasing,0.0,0.0,0.327,0.0
"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy",0.0,0.688,0.0,0.0
"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",0.0,0.854,0.0,0.812
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",0.255,0.0,0.0,0.0
being bitter only hurts yourself lmaooo,0.354,0.0,0.0,0.0
blues bar,0.0,0.0,0.0,0.188
both afraid of all the same things,0.0,0.708,0.0,0.0
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church ,0.0,0.224,0.0,0.0
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous,0.0,0.667,0.0,0.0
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,0.0,0.458,0.0,0.0
but that was a mistake and a half assed excuse and now here i am burning in hell forever,0.729,0.0,0.0,0.0
"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",0.0,0.583,0.0,0.0
can't believe Achilles killed me! ,0.479,0.0,0.0,0.0
can't believe Achilles killed me! #angry,0.75,0.0,0.0,0.0
can't believe Mint fest is two days away and i hate my outfit ðŸ˜©ðŸ˜©ðŸ™ˆ ,0.0,0.562,0.0,0.0
can't believe Mint fest is two days away and i hate my outfit ðŸ˜©ðŸ˜©ðŸ™ˆ #nightmare,0.0,0.542,0.0,0.0
"categ than GEN &amp;OBC it cost only 100 or nill .i am not against the reservation and i support it,sir minimize the fees #bright fut @PMOIndia",0.0,0.0,0.188,0.0
chirp chirp! what a beautiful white and red bird! ðŸ¦,0.0,0.0,0.625,0.0
"cluck cluck cluck, wolf wolf wolf , chirp chirp chirp is all I ever hear.",0.0,0.0,0.292,0.0
come on let's make em hate ðŸ˜˜make em pout they face ðŸ‘¿ðŸ˜©.,0.521,0.0,0.0,0.562
come to the funeral tomorrow at 12 to mourn the death of my gpa,0.0,0.0,0.0,0.833
"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",0.0,0.0,0.0,0.604
could never be a angry drunk lol yall weirdos just enjoy your time,0.521,0.0,0.0,0.0
courage the cowardly dog is like american horror story for kids,0.0,0.417,0.0,0.0
depress ðŸ˜­,0.0,0.0,0.0,0.812
doing some testing with my current earth burst team,0.375,0.0,0.0,0.0
"don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things.",0.0,0.0,0.292,0.0
don't give someone power by letting their words offend you,0.333,0.0,0.0,0.0
don't provoke me after letting me down !,0.521,0.0,0.0,0.0
don't put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass,0.0,0.0,0.354,0.0
dread pitt,0.0,0.521,0.0,0.0
"every day i have to think in my mind will this be pleasing to God. my decision making, the way i react, treat ppl, speak, am i pleasing God.",0.0,0.0,0.354,0.0
"every time a new Anthony Weiner revelation breaks, Bill Clinton says a prayer of thanks that texting/DMing didn't exist in his heyday.",0.0,0.0,0.375,0.0
f breezy,0.0,0.0,0.208,0.0
felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! ,0.0,0.0,0.48,0.0
felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! #happy,0.0,0.0,0.604,0.0
follow my girl tiff she only got 3 followersðŸ’–ðŸ’˜ðŸ’–ðŸ’˜ðŸ’˜ @00tiffanyr,0.188,0.0,0.0,0.0
gloomy weather puts me in the best mood,0.0,0.0,0.0,0.271
"god, Facebook's design has started to remind me of MySpace in its heyday",0.0,0.0,0.25,0.0
guys irritate me,0.542,0.0,0.0,0.0
half day tuhday but nah for glee ðŸ˜­,0.0,0.0,0.125,0.0
hate overthinking e v e r y t h i n g like i jus' wanna be happy pls,0.0,0.0,0.04,0.0
hate to see y'all frown but I'd rather see him smiling ðŸ’•âœ¨,0.188,0.0,0.0,0.0
having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling,0.0,0.0,0.771,0.0
"her fingers slide along your thighs, caressing the skin before she's leaning down, down, down and the first lick is teasing n playful.",0.0,0.0,0.54,0.0
her; i want a playful relationship\nme; *kicks her off the couch*,0.0,0.0,0.375,0.0
hi my names anxiety and i have shaun,0.0,0.776,0.0,0.0
hitting your children as discipline because you're being quite a raging hypocrite if you're not.,0.562,0.0,0.0,0.0
honestly all my friends do bnc i mean it and i am feeling #terrible hahaha,0.0,0.438,0.0,0.0
horrid having a car n no liscence,0.0,0.625,0.0,0.0
how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,0.0,0.688,0.0,0.0
i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's,0.0,0.0,0.312,0.0
i can't believe they're all messing up my favourite of all bakes i feel personally offended,0.5,0.0,0.0,0.0
i can't take u #serious unless u use #emojis,0.0,0.0,0.0,0.271
i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.,0.0,0.0,0.0,0.625
i feel furious,0.771,0.0,0.0,0.0
i fix a clever ritual to make you feel frolicsome,0.0,0.0,0.48,0.0
i got his bitch depress,0.0,0.0,0.0,0.542
i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,0.0,0.854,0.0,0.0
i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,0.667,0.0,0.0,0.0
i have so much hw tonight im offended,0.519,0.0,0.0,0.0
i is sad,0.0,0.0,0.0,0.729
i lost my wallet lol.... again....,0.0,0.0,0.0,0.417
i love that tay &amp; tiff are just sitting at my house while i'm at work ðŸ™ƒ,0.354,0.0,0.0,0.0
i love the word fret so much and im in heaven,0.127,0.0,0.0,0.292
i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;,0.0,0.0,0.32,0.0
"i might have #hysteria ,i don't kno if it's just #anxiety or both,..need a diagnosis cuz somethin' is messed up,need ert bu i nvr come out",0.0,0.86,0.0,0.0
i miss the guy who always make me sulk,0.0,0.0,0.0,0.604
i resent biting my tongue.,0.396,0.0,0.0,0.0
i started glee from the beginning n i'm crying they were such babies i love my children,0.0,0.0,0.4,0.0
i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,0.0,0.0,0.0,0.461
i wanna passion and fear,0.0,0.5,0.0,0.0
i was angry.,0.667,0.0,0.0,0.0
i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?,0.0,0.438,0.0,0.0
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ ,0.583,0.0,0.0,0.0
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ #fuming,0.583,0.0,0.0,0.0
i wonder how a guy can broke his penis while having sex? #serious,0.0,0.0,0.0,0.292
i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses,0.0,0.0,0.148,0.0
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,0.0,0.688,0.0,0.0
i'm doing laundry and watching that 70's show with a bunch of strangers.  #birthday #to #me,0.0,0.0,0.42,0.0
i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me,0.0,0.0,0.438,0.0
i've been rooting for him since the beginning  #BB18,0.0,0.104,0.0,0.0
i've been rooting for him since the beginning #anxiety #BB18,0.0,0.521,0.0,0.0
i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. ,0.0,0.521,0.0,0.0
i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive,0.0,0.562,0.0,0.0
if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god,0.0,0.451,0.0,0.0
if we let that in id be fuming poor keeping,0.562,0.0,0.0,0.0
"if you ain't watching Sugarboy on Hulu, then you ain't shit. #hilarious hahaha",0.0,0.0,0.66,0.0
if you do me wrong i will not hesitate to block you and cut you out of my life completely ðŸ˜‡ it's one of my greatest talents,0.0,0.25,0.0,0.0
"if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him",0.0,0.0,0.0,0.52
if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,0.0,0.0,0.0,0.604
"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",0.417,0.0,0.0,0.0
im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint,0.0,0.896,0.0,0.0
im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,0.0,0.729,0.0,0.0
im literally shaking bc im nervous and bc its fucking cold oh how i love life,0.0,0.833,0.0,0.0
"im on holiday for the next round, fuming!",0.562,0.0,0.0,0.0
im so gloomy today,0.0,0.0,0.0,0.729
im so mad about power rangers. im incensed. im furious.,0.667,0.0,0.0,0.0
im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,0.0,0.729,0.0,0.0
im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con,0.0,0.25,0.0,0.0
in health we did a think about depression and now i feel like i have it,0.0,0.0,0.0,0.75
in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,0.0,0.771,0.0,0.0
in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat,0.0,0.792,0.0,0.0
"incetown, age 23, joyful, elevated in hope with the",0.0,0.0,0.417,0.0
induction day tomorrow for pizza express ,0.0,0.275,0.0,0.0
induction day tomorrow for pizza express #nervous,0.0,0.688,0.0,0.0
it didn't impress me but it didn't depress me',0.0,0.0,0.0,0.271
it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,0.75,0.0,0.0,0.0
it was both lively &amp; lovely @crumblepie15 @buryprofs @DittoBistro #BuffnPolish,0.0,0.0,0.48,0.0
"it's so breezy out today, i can't go to back to school night with bare legs like i've had all day",0.0,0.0,0.25,0.0
jamming out to fury in math class wanting to die hbu,0.479,0.0,0.0,0.0
jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr,0.0,0.565,0.0,0.0
"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",0.0,0.646,0.0,0.0
"listening to the Oblivion score, drinking coffee, researching for new sci-fi animated project.",0.0,0.0,0.288,0.0
lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,0.0,0.0,0.396,0.0
lost my 244 day snapchat streak i'm done,0.0,0.0,0.0,0.477
luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,0.562,0.0,0.0,0.0
matt and i just did a psychological study on provocation in abusive relationships.,0.458,0.0,0.0,0.0
"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",0.0,0.146,0.0,0.0
me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n #pictureday2016  #ornot,0.0,0.0,0.46,0.0
"me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover",0.0,0.621,0.0,0.0
mirana told me to shut up when i was singing along to glee...,0.0,0.0,0.26,0.0
mm nothing like a good old fashioned panic induced cry on your living room floor,0.0,0.812,0.0,0.0
mmmm i'm kinda sad i hope i can shake this before school,0.0,0.616,0.0,0.0
mustache_harbor: TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,0.0,0.0,0.55,0.0
