song_name,album,happy_sad,relationship,feelings_of_self,glass_half_full,stages,tempo,seriousness,future_prospects,feelings_of_male,togetherness,lyrics,spotify_uri,url,description
stay beautiful,Taylor Swift,3,1,0,1,0,2,0,0,0,1,"Cory's eyes are like a jungle
 He smiles, it's like the radio
 He whispers songs into my window
 In words that nobody knows
 There's pretty girls on every corner
 They watch him as he's walking home
 Saying, ""Does he know?""
 Will you ever know?
 
 You're beautiful, every little piece, love
 Don't you know you're really gonna be someone?
 Ask anyone
 And when you find everything you looked for
 I hope your life leads you back to my door
 Oh, but if it don't
 Stay beautiful
 
 Cory finds another way to be
 The highlight of my day
 I'm taking pictures in my mind
 So I can save 'em for a rainy day
 It's hard to make a conversation
 When he's taking my breath away
 I should say, ""Hey, by the way""
   
 You're beautiful, every little piece, love
 Don't you know you're really gonna be someone?
 Ask anyone
 And when you find everything you looked for
 I hope your life leads you back to my door
 Oh, but if it don't
 Stay beautiful
 
 If you and I are a story
 That never gets told
 If what you are is a daydream
 I'll never get to hold, at least you'll know
 
 You're beautiful, every little piece, love
 Don't you know you're really gonna be someone?
 Ask anyone
 And when you find everything you looked for
 I hope your life leads you back to my front door
 Oh, but if it don't
 Will you stay beautiful, beautiful, beautiful?
 Beautiful, beautiful, beautiful
 
 La-la-la
 Oh-oh-oh
 Oh-oh-oh-oh
 Oh, but if it don't
 Stay beautiful, stay beautiful
 Na-na-na, na-na ",2ZoOmCSgj0ypVAmGd1ve4y,https://open.spotify.com/track/2ZoOmCSgj0ypVAmGd1ve4y,"This song portrays the admiration and affection for someone who captivates the speaker, as they capture moments together, cherishing their connection, and hoping for a future reunion."
teardrops on my guitar,Taylor Swift,-3,-4,1,-1,-3,0,0,0,-1,-3,"Drew looks at me
 I fake a smile so he won't see
 That I want and I'm needing
 Everything that we should be
 
 I'll bet she's beautiful, that girl he talks about
 And she's got everything that I have to live without
 
 Drew talks to me
 I laugh 'cause it's just so funny
 That I can't even see
 Anyone when he's with me
 
 He says he's so in love, he's finally got it right
 I wonder if he knows he's all I think about at night
 
 He's the reason for the teardrops on my guitar
 The only thing that keeps me wishin' on a wishing star
 He's the song in the car I keep singing, don't know why I do
 
 Drew walks by me
 Can he tell that I can't breathe?
 And there he goes, so perfectly
 The kind of flawless I wish I could be
   
 She'd better hold him tight, give him all her love
 Look in those beautiful eyes and know she's lucky 'cause
 
 He's the reason for the teardrops on my guitar
 The only thing that keeps me wishin' on a wishing star
 He's the song in the car I keep singing, don't know why I do
 
 So I'll drive home alone as I turn off the light
 I'll put his picture down and maybe get some sleep tonight
 
 'Cause he's the reason for the teardrops on my guitar
 The only one who's got enough of me to break my heart
 He's the song in the car I keep singing, don't know why I do
 
 He's the time taken up, but there's never enough
 And he's all that I need to fall into
 Drew looks at me
 I fake a smile, so he won't see ",4pJi1rVt9GNegU9kywjg4z,https://open.spotify.com/track/4pJi1rVt9GNegU9kywjg4z,"This song reflects the longing and sadness of unrequited love, as the speaker observes her love interest, Drew, with someone else, causing her heartache and tears."
tied together with a smile,Taylor Swift,-7,-6,-3,-3,-1,0,-2,0,-2,-2,"Seems the only one who doesn't see your beauty
 Is the face in the mirror looking back at you
 You walk around here thinking you're not pretty
 But that's not true
 'Cause I know you
 
 Hold on, baby, you're losing it
 The water's high, you're jumping into it and letting go
 And no one knows
 That you cry, but you don't tell anyone
 That you might not be the golden one
 And you're tied together with a smile
 But you're coming undone, oh
 
 I guess it's true that love was all you wanted
 'Cause you're giving it away like it's extra change
 Hoping it will end up in his pocket (Pocket)
 But he leaves you out like a penny in the rain
 Oh, 'cause it's not his price to pay
 It's not his price to pay
 
 Hold on, baby, you're losing it
 The water's high, you're jumping into it and letting go
 And no one knows
 That you cry, but you don't tell anyone
 That you might not be the golden one
 And you're tied together with a smile
 But you're coming undone, oh
 Oh, oh
   
 Hold on, baby, you're losing it
 The water's high, you're jumping into it and letting go
 And no one knows
 That you cry but you don't tell anyone
 That you might not be the golden one
 And you're tied together with a smile
 But you're coming undone, oh
 
 You're tied together with a smile
 But you're coming undone, oh, oh-oh
 Goodbye, baby
 With a smile, baby, baby
 Oh ",6K0CJLVXqbGMeJSmJ4ENKK,https://open.spotify.com/track/6K0CJLVXqbGMeJSmJ4ENKK,"This song conveys the struggle of self-doubt and low self-esteem, as the speaker tries to convince herself of her worth, despite feeling overlooked and unappreciated by someone she has feelings for."
tim mcgraw,Taylor Swift,-1,-2,0,-1,0,0,-1,0,0,-1,"He said the way my blue eyes shined
 Put those Georgia stars to shame that night
 I said, ""That's a lie""
 Just a boy in a Chevy truck
 That had a tendency of gettin' stuck
 On backroads at night
 
 And I was right there beside him all summer long
 And then the time we woke up to find that summer gone
 
 But when you think Tim McGraw
 I hope you think my favorite song
 The one we danced to all night long
 The moon like a spotlight on the lake
 When you think happiness
 I hope you think that little black dress
 Think of my head on your chest
 And my old faded blue jeans
 When you think Tim McGraw
 I hope you think of me
 
 September saw a month of tears
 And thankin' God that you weren't here
 To see me like that
 But in a box beneath my bed
 Is a letter that you never read
 From three summers back
   
 It's hard not to find it all a little bittersweet
 And lookin' back on all of that, it's nice to believe
 
 When you think Tim McGraw
 I hope you think my favorite song
 The one we danced to all night long
 The moon like a spotlight on the lake
 When you think happiness
 I hope you think that little black dress
 Think of my head on your chest
 And my old faded blue jeans
 When you think Tim McGraw
 I hope you think of me
 
 And I'm back for the first time since then
 I'm standin' on your street
 And there's a letter left on your doorstep
 And the first thing that you'll read
 
 Is, ""When you think Tim McGraw
 I hope you think my favorite song
 Someday you'll turn your radio on
 I hope it takes you back to that place""
 When you think happiness
 I hope you think that little black dress
 Think of my head on your chest
 And my old faded blue jeans
 When you think Tim McGraw
 I hope you think of me
 Oh, think of me, mmm
 He said the way my blue eyes shined
 Put those Georgia stars to shame that night
 I said, ""That's a lie"" ",0Om9WAB5RS09L80DyOfTNa,https://open.spotify.com/track/0Om9WAB5RS09L80DyOfTNa,"This song is a nostalgic reflection on a past summer love, as the speaker reminisces about moments shared with a former flame, hoping that they too remember her when they hear a specific song."
beautiful eyes,Fearless,2,-2,0,1,1,0,0,0,0,-2,"Your beautiful eyes
 Stare right into mine
 And sometimes, I think of you late at night
 I don't know why
 
 I wanna be somewhere where you are
 I wanna be where
 
 You're here, your eyes are lookin' into mine
 So baby, make me fly
 My heart has never felt this way before
 I'm looking through your—
 I'm looking through your eyes
 
 I wake up, I'm alive
 In only a little while, I'll cry
 'Cause you're my lullaby
 So baby, come hold me tight 'cause I
 
 I wanna be everything you need
 I wanna be where
 
 You're here, your eyes are lookin' into mine
 So baby, make me fly
 My heart has never felt this way before
 I'm looking through your—
 I'm looking through your eyes
 
 Just as long as you're mine
 I'll be your everything tonight
 Let me love you, kiss you
 Oh, baby, let me miss you
 Let me see your, dream about, dream about
 Dream about your eyes
 
 Ah, ah
 Beautiful eyes ",4aBW31cmkA7BLColUsMEeZ,https://open.spotify.com/track/4aBW31cmkA7BLColUsMEeZ,"This song conveys deep infatuation and longing for someone, as the speaker desires to be with them, and hopes to fulfill their needs, while cherishing their time together."
breathe,Fearless,-7,1,-3,-3,-3,2,-1,-1,0,3,"I see your face in my mind as I drive away
 'Cause none of us thought it was gonna end that way
 People are people and sometimes we change our minds
 But it's killin' me to see you go after all this time
 
 Mm, mmm
 Mm, mmm
 
 The music starts playin' like the end of a sad movie
 It's the kind of endin' you don't really wanna see
 'Cause it's tragedy and it'll only bring you down
 Now I don't know what to be without you around
 
 And we know it's never simple, never easy
 Never a clean break, no one here to save me
 You're the only thing I know like the back of my hand
 
 And I can't breathe without you, but I have to
 Breathe without you, but I have to
 
 Never wanted this, never wanna see you hurt
 Every little bump in the road, I tried to swerve
 But people are people and sometimes it doesn't work out
 And nothin' we say is gonna save us from the fallout
   
 And we know it's never simple, never easy
 Never a clean break, no one here to save me
 You're the only thing I know like the back of my hand
 
 And I can't breathe without you, but I have to
 Breathe without you, but I have to
 
 It's 2 AM, feelin' like I just lost a friend
 Hope you know it's not easy, easy for me
 It's 2 AM, feelin' like I just lost a friend
 Hope you know this ain't easy, easy for me
 
 And we know it's never simple, never easy
 Never a clean break, no one here to save me
 Woah
 
 I can't breathe without you, but I have to
 Breathe without you, but I have to
 Breathe without you, but I have to
 
 I'm sorry, I'm sorry (Mmm), I'm sorry (Yeah, yeah), I'm sorry
 I'm sorry, I'm sorry (Ooh), I'm sorry ",-,-,"This song depicts the pain and turmoil of a relationship ending, as the speaker struggles to move on, grappling with the complexity of the situation and the difficulty of finding a new normal without their former partner."
change,Fearless,7,0,3,1,3,0,-1,0,0,1,"Well, it's a sad picture, the final blow hits ya
 Somebody else gets what you wanted again and
 You know it’s all the same, another time and place
 Repeatin' history and you're gettin’ sick of it
 
 But I believe in whatever you do
 And I'll do anything to see it through
 
 Because these things will change, can you feel it now?
 These walls that they put up to hold us back will fall down
 This revolution, the time will come for us to finally win
 And we'll sing hallelujah, we'll sing hallelujah
 Oh, oh
 
 So we've been outnumbered, raidеd and, now, cornered
 It's hard to fight when thе fight ain't fair
 We're getting stronger now, find things they never found
 They might be bigger but we’re faster and never scared
 
 You can walk away, say, ""We don’t need this""
 But there's somethin’ in your eyes, says, ""We can beat this""
   
 'Cause these things will change, can you feel it now?
 These walls that they put up to hold us back will fall down
 This revolution, the time will come for us to finally win
 And we'll sing hallelujah, we'll sing hallelujah
 Oh, oh-woah
 
 Tonight, we’ll stand and get off our knees
 Fight for what we've worked for all these years
 And the battle was long, it's the fight of our lives
 But we'll stand up champions tonight
 
 It was the night things changed, can you see it now?
 When the walls that they put up to hold us back fell down
 It's a revolution, throw your hands up 'cause we never gave in
 And we'll sing hallelujah, we sang hallelujah, oh
 
 Hallelujah ",1yACRKAwlXWhXXFUSkvzhD,https://open.spotify.com/track/1yACRKAwlXWhXXFUSkvzhD,"This song embodies a resilient spirit and determination to overcome challenges, inspiring unity and perseverance in the face of adversity, and looking forward to a triumphant future."
come in with the rain,Fearless,-1,-3,0,-2,1,0,-1,0,0,-2,"I could go back to every laugh
 But I don't wanna go there anymore
 And I know all the steps up to your door
 But I don't wanna go there anymore
 
 Talk to the wind, talk to the sky
 Talk to the man with the reasons why
 And let me know what you find
 
 I'll leave my window open
 'Cause I'm too tired at night to call your name
 Just know, I'm right here hopin'
 That you'll come in with the rain
 
 I could stand up and sing you a song
 But I don't wanna have to go that far
 And I, I've got you down, I know you by heart
 And you don't even know where I start
 
 Talk to yourself, talk to the tears
 Talk to the man who put you here
 And don't wait for the sky to clear
   
 I'll leave my window open
 'Cause I'm too tired at night to call your name, oh
 Just know, I'm right here hopin'
 That you'll come in with the rain
 
 I've watched you so long
 Screamed your name
 I don't know what else I can say
 
 I'll leave my window open
 'Cause I'm too tired at night for all these games
 Just know, I'm right here hopin'
 That you'll come in with the rain
 
 I could go back to every laugh
 But I don't wanna go there anymore ",1n2wszmJyVkw6FHqyLnQsY,https://open.spotify.com/track/1n2wszmJyVkw6FHqyLnQsY,"This song expresses the exhaustion and disillusionment of longing for someone who's not there, as the speaker contemplates reaching out but ultimately decides to leave the window open, hoping for their return with the rain."
fearless,Fearless,7,7,3,3,1,0,1,2,2,2,"There's somethin' 'bout the way
 The street looks when it's just rained
 There's a glow off the pavement
 You walk me to the car
 And you know I wanna ask you to dance right there
 In the middle of the parkin' lot, yeah
 Oh, yeah
 
 We're driving down the road
 I wonder if you know
 I'm trying so hard not to get caught up now
 But you're just so cool
 Run your hands through your hair
 Absent-mindedly makin' me want you
 
 And I don't know how it gets better than this
 You take my hand and drag me headfirst, fearless
 And I don't know why, but with you, I'd dance
 In a storm, in my best dress, fеarless
 
 So, baby, drive slow 'til we run out of road
 In this onе-horse town, I wanna stay right here
 In this passenger seat, you put your eyes on me
 In this moment now, capture it, remember it
   
 'Cause I don't know how it gets better than this
 You take my hand and drag me headfirst, fearless
 And I don't know why, but with you, I'd dance
 In a storm, in my best dress, fearless
 
 Oh-oh
 
 Well, you stood there with me in the doorway
 My hands shake, I'm not usually this way
 But you pull me in and I'm a little more brave
 It's the first kiss, it's flawless, really somethin'
 It's fearless
 Oh, yeah
 
 'Cause I don't know how it gets better than this
 You take my hand and drag me headfirst, fearless
 And I don't know why, but with you, I'd dance
 In a storm, in my best dress, fearless
 'Cause I don't know how it gets better than this
 You take my hand and drag me headfirst, fearless
 And I don't know why, but with you, I'd dance
 In a storm, in my best dress, fearless
 Oh-oh
 Oh-oh, yeah ",6Eu31gddWw0gOGO506pJYA,https://open.spotify.com/track/6Eu31gddWw0gOGO506pJYA,"This song captures the exhilaration and joy of a budding romance, as the speaker revels in the excitement of new love, unafraid to embrace the moment, and eager to dance fearlessly with their love interest."
fifteen,Fearless,2,-4,1,0,1,0,-1,-1,-1,-1,"You take a deep breath and you walk through the doors
 It's the mornin' of your very first day
 You say hi to your friends you ain't seen in a while
 Try and stay out of everybody's way
 It's your freshman year and you're gonna be here
 For the next four years in this town
 Hopin' one of those senior boys will wink at you and say
 ""You know, I haven't seen you around before""
 
 'Cause when you're fifteen and somebody tells you they love you
 You're gonna believe them
 And when you're fifteen, feelin' like there's nothin' to figure out
 Well, count to ten, take it in
 This is life before you know who you're gonna be
 At fifteen
 
 You sit in class next to a redhead named Abigail
 And soon enough, you're best friends
 Laughin' at the other girls who think they're so cool
 We'll be outta here as soon as we can
 And then you're on your very first date and he's got a car
 And you're feelin' like flyin'
 And your mama's waitin' up and you're thinkin' he's the one
 And you're dancin' 'round your room when the night ends
 When the night ends
   
 'Cause when you're fifteen and somebody tells you they love you
 You're gonna believe them
 And when you're fifteen and your first kiss
 Makes your head spin around, well
 In your life you'll do things greater than
 Datin' the boy on the football team
 I didn't know it at fifteen
 
 When all you wanted was to be wanted
 Wish you could go back
 And tell yourself what you know now
 
 Back then, I swore I was gonna marry him someday
 But I realized some bigger dreams of mine
 And Abigail gave everything she had
 To a boy who changed his mind
 And we both cried
 
 'Cause when you're fifteen and somebody tells you they love you
 You're gonna believe them
 And when you're fifteen, don't forget to look before you fall
 But I've found time can heal most anything
 And you just might find who you're supposed to be
 I didn't know who I was supposed to be
 At fifteen
 La-la-la, la-la-la, la-la-la-la
 La-la-la, la-la-la, la-la-la-la
 La-la-la, la-la-la
 
 Your very first day
 Take a deep breath, girl
 Take a deep breath as you walk through the doors ",4t0OI7XrODjSkAu3bTPmWj,https://open.spotify.com/track/4t0OI7XrODjSkAu3bTPmWj,"This song reflects on the innocence and anticipation of being fifteen, as the speaker reminisces about first loves, friendships, and the lessons learned during that time, emphasizing the importance of self-discovery and resilience."
forever & always,Fearless,-4,-8,-1,-2,-3,2,-3,-2,-2,-1,"Once upon a time
 I believe it was a Tuesday when I caught your eye
 And we caught onto somethin'
 I hold onto the night
 You looked me in the eye and told me you loved me
 Were you just kiddin'?
 'Cause it seems to me
 This thing is breaking down, we almost never speak
 I don't feel welcome anymore
 Baby, what happened? Please, tell me
 'Cause, one second, it was perfect
 Now you're halfway out the door
 
 And I stare at the phone, he still hasn't called
 And then you feel so low you can't feel nothin' at all
 And you flashback to when he said, ""Forever and always,"" oh
 Oh, and it rains in your bedroom, everythin' is wrong
 It rains when you're here and it rains when you're gone
 'Cause I was there when you said, ""Forever and always""
 
 Was I out of line?
 Did I say somethin' way too honest, made you run and hide
 Like a scared little boy?
 I looked into your eyes
 Thought I knew you for a minute, now I'm not so sure
 So here's to everything coming down to nothin'
 Here's to silence that cuts me to the core
 Where is this going?
 Thought I knew for a minute, but I don't anymore
   
 And I stare at the phone, he still hasn't called
 And then you feel so low you can't feel nothin' at all
 And you flashback to when he said, ""Forever and always,"" oh
 Oh, and it rains in your bedroom, everythin' is wrong
 It rains when you're here and it rains when you're gone
 'Cause I was there when you said, ""Forever and always""
 
 You didn't mean it, baby
 I don't think so
 Oh, woah
 
 Oh, back up, baby, back up
 Did you forget everything?
 Back up, baby, back up
 Did you forget everything?
 
 'Cause it rains in your bedroom, everythin' is wrong
 It rains when you're here and it rains when you're gone
 'Cause I was there when you said, ""Forever and always""
 Oh, I stare at the phone, he still hasn't called
 And then you feel so low you can't feel nothin' at all
 And you flashback to when we said, ""Forever and always""
 And it rains in your bedroom, everythin' is wrong
 It rains when you're here and it rains when you're gone
 'Cause I was there when you said, ""Forever and always""
 You didn't mean it, baby
 You said, ""Forever and always,"" yeah ",47HtKpfzpAt8rQjjXWotFj,https://open.spotify.com/track/47HtKpfzpAt8rQjjXWotFj,"This song portrays the confusion and heartache after a sudden change in a relationship, as the speaker tries to make sense of the situation, longing for the past certainty and questioning the sincerity of past declarations of love."
hey stephen,Fearless,8,0,3,3,2,0,0,1,0,-1,"Mmm, mmm
 Mmm, mmm
 Mmm, yeah
 
 Hey Stephen, I know looks can be deceivin'
 But I know I saw a light in you
 And as we walked, we were talkin'
 I didn't say half the things I wanted to
 Of all the girls tossing rocks at your window
 I'll be the one waiting there even when it's cold
 Hey Stephen, boy, you might have me believin'
 I don't always have to be alone
 
 'Cause I can't help it if you look like an angel
 Can't help it if I wanna kiss you in the rain, so
 Come feel this magic I've been feelin' since I met you
 Can't help it if there's no one else
 Mmm, I can't help myself
 
 Mm, mmm
 Oh-woah, mmm
   
 Hey Stephen, I've been holdin' back this feelin'
 So I've got some things to say to you, huh
 I've seen it all, so I thought
 But I never seen nobody shine the way you do
 The way you walk, way you talk, way you say my name
 It's beautiful, wonderful, don't you ever change
 Hey Stephen, why are people always leavin'?
 I think you and I should stay the same
 
 'Cause I can't help it if you look like an angel
 Can't help it if I wanna kiss you in the rain, so
 Come feel this magic I've been feelin' since I met you
 Can't help it if there's no one else
 Mmm, I can't help myself
 
 Mmm, mmm
 
 They're dimming the street lights
 You're perfect for me
 Why aren't you here tonight?
 I'm waitin' alone now
 So come on and come out
 And pull me near
 And shine, shine, shine
 Hey Stephen, I could give you fifty reasons
 Why I should be the one you choose
 All those other girls, well, they're beautiful
 But would they write a song for you? Haha
 
 I can't help it if you look like an angel
 Can't help it if I wanna kiss you in the rain, so
 Come feel this magic I've been feelin' since I met you
 Can't help it if there's no one else
 Mmm, I can't help myself
 If you look like an angel
 Can't help it if I wanna kiss you in the rain, so
 Come feel this magic I've been feelin' since I met you
 Can't help it if there's no one else
 Mmm, I can't help myself
 
 Oh-oh, myself
 Mmm, I can't help myself
 I can't help myself, oh-oh-oh
 Mmm, mmm
 Mmm, mmm, mmm ",4WXzzCof26KJLTK5kK53dS,https://open.spotify.com/track/4WXzzCof26KJLTK5kK53dS,"This song conveys the strong attraction and affection the speaker feels for Stephen, expressing her desire to be with him, admiring his qualities, and hoping for a lasting connection."
i heart ?,Fearless,5,-10,2,-1,2,2,-2,-3,-3,-2,"Wish I had concentrated
 They said love was complicated
 But it's something I just fell into
 And it was overrated
 But just look what I've created
 I came out alive but I'm black and blue
 
 Before you ask me if I’m alright
 Think about what I had to do, yeah
 
 Wake up and smell the breakup
 Fix my heart, put on my makeup
 Another mess I didn't plan
 And I'll bet you thought you'd beat me
 Wish you could only see
 I got an ""I heart question mark""
 Written on the back of my hand
 
 I'd be fine if you just walked by
 But you had to talk about why
 You were wrong and I was right
 But I can't believe you made me
 Sit at home, cry like a baby
 Wait right by the phone every night
 
 And now you ask about you and I
 There's no you and I
 Remember what you put me through, I had to
 
 Wake up and smell the breakup
 Fix my heart, put on my makeup
 Another mess I didn't plan
 And I'll bet you thought you'd beat me
 Wish you could only see
 I got an ""I heart question mark""
 Written on the back of my hand
 
 And when you're home all alone at night
 You'll still wonder why
 You took everything I had, oh, baby
 I haven't thought about you and I
 There's no you and I
 And I know someday you will
 
 Wake up and smell the breakup
 Realize that we won't make up
 It didn't go the way you planned
 And you'll know you didn't beat me
 When you look down and see
 I got an ""I heart question mark""
 Written on the back of my hand
 
 Written on the back of my hand
 An ""I heart question mark,"" yeah
 Written on the back of my hand ",-,https://open.spotify.com/episode/7xxDGCQF4QwnXiH8nW0sqd?si=e9b19cd11f00442e,"This song portrays the aftermath of a difficult breakup, as the speaker reflects on the pain and heartache, expressing her resilience and the lessons learned from the experience."
jump then fall,Fearless,4,0,0,2,2,0,0,0,0,0,"I like the way you sound in the mornin'
 We're on the phone and without a warnin'
 I realize your laugh is the best sound
 I have ever heard
 I like the way I can't keep my focus
 I watch you talk, you didn't notice
 I hear the words, but all I can think is
 ""We should be together""
 
 Every time you smile, I smile
 And every time you shine, I'll shine for you
 
 Woah-oh, I'm feelin' you, baby
 Don't be afraid to jump, then fall
 Jump, then fall into me
 Baby, I'm never gonna leave you
 Say that you wanna be with me too
 'Cause I'ma stay through it all
 So, jump, then fall
 
 Huh, well, I like the way your hair falls in your face
 You got the keys to me, I love each freckle on your face, oh
 I've never been so wrapped up, honey
 I like the way you're everything I ever wanted
 I had time to think it oh-over
 And all I can say is, ""Come closer""
 Take a deep breath and jump, then fall into me
   
 'Cause every time you smile, I smile
 And every time you shine, I'll shine for you
 
 Woah-oh, I'm feelin' you, baby
 Don't be afraid to jump, then fall
 Jump, then fall into me
 Baby, I'm never gonna leave you
 Say that you wanna be with me too
 'Cause I'ma stay through it all
 So, jump, then fall
 
 The bottom's gonna drop out from under our feet
 I'll catch you, I'll catch you
 When people say things that bring you to your knees
 I'll catch you
 The time is gonna come when you're so mad you could cry
 But I'll hold you through the night until you smile
 
 Woah-oh, I need you, baby
 Don't be afraid, please, jump, then fall
 Jump, then fall into me
 Baby, I'm never gonna leave you
 Say that you wanna be with me too
 'Cause I'ma stay through it all
 So, jump, then fall
 Jump, then fall, baby
 Jump, then fall into me, into me
 Every time you smile, I smile
 And every time you shine, I'll shine
 And every time you're here
 Baby, I'll show you, I'll show you
 You can jump, then fall, jump, then fall
 Jump, then fall into me, into me, yeah ",2m3ObD945KvpE5y9A1eUWm,https://open.spotify.com/track/2m3ObD945KvpE5y9A1eUWm,"This song conveys strong feelings of infatuation and longing, as the speaker expresses their desire to be with someone, promising to support them through difficult times and cherishing their every moment together."
